LINR;LINAME;NAME1;BELFD;TLNR;AUART;AFTNR;APS;ABSN;ATNR;ARTIKEL;MATERIALNR;URLND;WARTARNR;MENGE;ERFMENGE;GEBINDEME;SNNR;SNNRALT;EINZELEK;LIEFERSCHEINNR;LIEFERDATUM;RENREX;REDAT;BIDSER;BID
71296;Schaumann Nieten GER;Schaumann GmbH;170497;5;E;Ersatzbestellung;1;109;21961-00-00;21961-00-00 Niet 3403 3891 B00 (9.5);34033891;;74152900000;17957;17957;17,957;P24430030;89633-1;40,44;227049;21.10.2024;241536;18.10.2024;22702;628671
77666;FFT;FFT Handelsgesellschaft;170555;1;E;;2;22;11940-50-01;11940-50-01 Washer 626 8300 00A;6268300;;73182200910;-1771;1771;-1771;P23480041;;0;4243561;02.10.2024;2024-109342;18.10.2024;22701;627024
77666;FFT;FFT Handelsgesellschaft;170555;2;E;;1;7;12456;12456 Spacer 666697400B;6666974;0;73182200980;1620;1620;16,2;P24400049;2440276;51,25;2024209401;02.10.2024;2024-109342;18.10.2024;22701;627383
70280;Rafflenbeul;Rudolf Rafflenbeul;167973;3;E;240707;1;1033;10165;10165 Sicherungsscheibe 312637B;07 214 27 00 02;0;73182100950;220000;220000;220;P24430024;24-0718;12,28;2406446;21.10.2024;2405829;21.10.2024;22715;628660
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168348;4;E;bestätigt;1;2517;11340-00-10;11340-00-10 Rivet 615128900B;6151289;52;73182300900;84730;84730;847,3;P24450003;24030326;3,38;NEI2024000005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629568
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168349;2;E;bestätigt;1;2518;11340-00-10;11340-00-10 Rivet 615128900B;6151289;52;73182300900;312000;312000;3120;P24450004;24060728;3,38;NEI2024000005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629569
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168904;2;E;KW 38 bestätigt;1;235;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;360000;360000;3600;P24450001;24060709;1,62;NEI202400005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629565
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168904;3;E;KW 38 bestätigt;1;236;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;137950;137950;1379,5;P24450002;24060714;1,62;NEI2024000005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629566
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168933;3;E;bestätigt;1;909;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;189000;189000;1890;P24450006;24060223;2,8;NEI2024000005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629571
70253;Oberfeld;Oberfeld GmbH;168981;1;E;375976 17.05.24;1;55;30841;30841 Bolzen 431637;;0;84312000500;1347;1347;13,47;P24430097;;88,66;791024;23.10.2024;24127;21.10.2024;22720;628938
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169108;2;E;KW 38 bestätigt;1;237;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;45720;45720;457,2;P24450002;24060714;1,62;NEI2024000005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629567
70280;Rafflenbeul;Rudolf Rafflenbeul;169251;1;E;241923;1;191;11525;11525 Wellscheibe 3200751A;3200751;0;73182100950;150000;150000;150;P24430091;24-0934;17,26;2406453;23.10.2024;2405834;21.10.2024;22716;628929
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169466;10;E;KW 40 bestätigt;1;95;73100-00-00;73100-00-00 Screw 90127  B0192;90127;52;73181595890;20070;20070;200,7;P24450005;24070057;16,75;NEI2024000005770;04.11.2024;IHC2024000001804;21.10.2024;22801;629570
72231;Münch;Münch Präzisionsdreh. GmbH & Co. KG;170177;1;E;2024000729;1;7;96607;96607 Abstandshülse B0210-03;B0210-03;;;16500;16500;16,5;P24430023;20240918;143,9;2024001473;21.10.2024;2024001577;21.10.2024;22717;628656
70200;Jebok;Willi Jebok Maschinenbau Bauma. OHG;170482;1;E;;1;1;30715;30715 Distanzbuchse 721063;334070;0;84312000500;10;10;10;P24430002;;9,75;2024-30773;21.10.2024;202462836;21.10.2024;22690;628618
70253;Oberfeld;Oberfeld GmbH;170498;1;E;;1;65;30151;30151 Bolzen 066966;066966;0;84312000500;2126;2126;21,26;P24430096;;73,48;781024;23.10.2024;24126;21.10.2024;22719;628937
70298;Schneeberger;Schneeberger Metallwaren GmbH;167621;4;E;24000212;2;44;33451;33451 Halter;57341701503;0;84312000500;107;107;107;P24430019;;4,85;LS24003762;21.10.2024;24002527;22.10.2024;22741;628651
70280;Rafflenbeul;Rudolf Rafflenbeul;168810;1;E;241511;1;1957;21168-00-00;21168-00-00 Sicherungssch 33023035 Cr6frei;33023035;0;73182100950;480000;480000;480;P24430102;24-0894;12,51;2406519;23.10.2024;2405892;22.10.2024;22721;628953
70280;Rafflenbeul;Rudolf Rafflenbeul;168810;2;E;241511;1;1958;21168-00-00;21168-00-00 Sicherungssch 33023035 Cr6frei;33023035;0;73182100950;2592000;2592000;2592;P24430103;24-0825;12,51;2406519;23.10.2024;2405892;22.10.2024;22721;628956
70298;Schneeberger;Schneeberger Metallwaren GmbH;168986;1;E;AB24001350 21.06.24;1;32;65289;65289 Unterteil;751265-01;;;30;30;30;P24430010;;9,05;LS24003767;21.10.2024;24002527;22.10.2024;22741;628639
70298;Schneeberger;Schneeberger Metallwaren GmbH;168986;2;E;AB24001350 21.06.24;2;30;65290;65290 Zwischenblech;751265-03;;;27;27;27;P24430011;;6,85;LS24003767;21.10.2024;24002527;22.10.2024;22741;628641
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;2;E;bestätigt;5;126;32260;32260 Schiene;;52;84312000500;8868;8868;88,68;P24450055;;220,91;IRS20204000000610;05.11.2024;M012024000000009;22.10.2024;22781;629791
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;3;E;bestätigt;4;124;32259;32259 Schiene;;52;84312000500;8868;8868;88,68;P24450056;;108,62;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629792
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;4;E;bestätigt;6;127;32261;32261 Schiene;;52;84312000500;8868;8868;88,68;P24450057;;104,59;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629793
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;5;E;bestätigt;3;133;32258;32258 Schiene;;52;84312000500;8868;8868;88,68;P24450058;;95,2;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629794
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;6;E;bestätigt;7;130;32262;32262 Schiene;;52;84312000500;8868;8868;88,68;P24450059;;230,13;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629795
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;7;E;bestätigt;8;122;32254;32254 Schiene;;0;84312000500;20021;20021;200,21;P24450060;;78,44;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629796
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;169057;8;E;bestätigt;2;127;32257;32257 Schiene;;52;84312000500;8868;8868;88,68;P24450061;;216,81;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629797
70178;Gnirss;E.K.F. Gnirss GmbH & Co.KG;169087;1;E;20208;1;98;33358;33358 Bolzen;0009123178;0;84312000500;4440;4440;44,4;P24440024;;70,3;55064;29.10.2024;35745;22.10.2024;22745;629351
76619;Obel Civata;Obel Civata San ve Tic A.S.;169227;1;EME;;1;1;12468-00-00;12468-00-00 Screw 666667500A;6666675;52;73181595890;200;200;2;P24430112;24100097;21,63;62/6200000487;24.10.2024;62/6200000487;22.10.2024;22763;629056
70178;Gnirss;E.K.F. Gnirss GmbH & Co.KG;169300;2;E;20243;2;169;34416;34416 Gewindestück;56384013700;0;84312000500;300;300;3;P24440025;;177,2;55074;29.10.2024;35745;22.10.2024;22745;629352
70310;Sinard;S.A.SINARD;169357;2;E;241858;1;364;12311;12311 Wave washer 658 1523 00A;6581523;11;73182100950;148800;148800;148,8;P24440020;2400094 4100;31;242864;29.10.2024;E4240710;22.10.2024;22755;629313
70162;Fastenrath;Fastenrath Befestigungstechnik GmbH;169359;1;E;202778;1;223;10053-00-00;10053-00-00 Umlenkerbuchse 601 7171 00B;6017171002;0;73181692900;45000;45000;45;P24430105;1000056648;82,95;80055396;24.10.2024;91111244;22.10.2024;22723;628999
70298;Schneeberger;Schneeberger Metallwaren GmbH;169759;1;E;24001597;1;15;61897;61897 Zwischenblech;751110-02;0;73182200980;210;210;210;P24430013;;2,55;LS24003763;21.10.2024;24002527;22.10.2024;22741;628645
70298;Schneeberger;Schneeberger Metallwaren GmbH;170314;1;E;24001907;3;4;64477;64477 Endblech;741967S1-03;0;73182200980;56;56;56;P24430012;;8,35;LS24003768;21.10.2024;24002527;22.10.2024;22741;628642
70298;Schneeberger;Schneeberger Metallwaren GmbH;170314;2;E;24001907;5;1;64475;64475 Zwischenblech;741967-02;0;73182200980;1506;1506;1506;P24430015;;3,9;LS24003768;21.10.2024;24002527;22.10.2024;22741;628647
70298;Schneeberger;Schneeberger Metallwaren GmbH;170314;3;E;24001907;1;1;64474;64474 Endblech;741967-01;0;73182200980;504;504;504;P24430020;;8,15;LS24003768;21.10.2024;24002527;22.10.2024;22741;628652
70298;Schneeberger;Schneeberger Metallwaren GmbH;170322;1;E;AB24001918 04.09.24;1;14;65268;65268 Untere Scheibe;;;;526;526;526;P24430016;;2,7;LS24003765;21.10.2024;24002527;22.10.2024;22741;628648
70298;Schneeberger;Schneeberger Metallwaren GmbH;170322;2;E;AB24001918 04.09.24;2;14;65269;65269 Obere Scheibe;741407-02;0;;553;553;553;P24430017;;1,1;LS24003765;21.10.2024;24002527;22.10.2024;22741;628649
70298;Schneeberger;Schneeberger Metallwaren GmbH;170331;1;E;AB24001917 04.09.24;1;19;64241;64241 Scheibe;746171-002;;;409;409;409;P24430014;;0,9;LS24003764;21.10.2024;24002527;22.10.2024;22741;628646
70298;Schneeberger;Schneeberger Metallwaren GmbH;170452;1;E;24002021;1;1;65572;65572 Ausgleichsblech;;;;500;500;500;P24430018;;5,3;LS24003766;21.10.2024;24002527;22.10.2024;22741;628650
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;170754;1;E;;3;69;32256;32256 Schiene;;0;84312000500;9000;9000;90;P24450054;;283,3;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629790
70329;Vrl Metal;VRL Metal Sac P. K. S. T. Ltd. Sti.;170754;2;E;;1;73;32255;32255 Schiene;;0;84312000500;9000;9000;90;P24450062;;292,1;IRS2024000000610;05.11.2024;M012024000000009;22.10.2024;22781;629798
70162;Fastenrath;Fastenrath Befestigungstechnik GmbH;168577;2;E;202507;1;224;10053-00-00;10053-00-00 Umlenkerbuchse 601 7171 00B;6017171002;0;73181692900;10342;10342;10,342;P24430105;1000056648;82,95;80055398;24.10.2024;91111490;23.10.2024;22738;629001
70280;Rafflenbeul;Rudolf Rafflenbeul;168682;2;REA;240711;1;146;11302-00-00;11302-00-00 4waves spring washer 550655088;5506550;;73182100950;160000;160000;160;P24430106;24-0794;12,88;2406529;24.10.2024;2405907;23.10.2024;22727;629034
77658;Tronser CNC GmbH;Tronser CNC GmbH;169382;4;E;212606 17.06.24;2;142;33616;33616 Bolzen 56366121307;56366121307;0;84312000500;898;898;8,98;P24430130;;79,6;332947;25.10.2024;424668;23.10.2024;22724;629163
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170899;1;RSB;Fehlmenge;1;41;12106-00-00;12106-00-00 Screw 641886600F;6418866;52;73181595890;-3400;3400;-34;P24230023;23120272;25,22;;23.10.2024;Belastung/Fehlmenge;23.10.2024;22764;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170912;1;V;Rekl.i24075;1;892;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;-396830;396830;-3968,3;P24330007;24060221;2,8;;23.10.2024;Rekli24075;23.10.2024;22766;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170913;1;V;Rekl.i24076;1;42;21063-00-10;21063-00-10 Niet für Seil 560336322 A;560336322;52;73182300900;-31400;31400;-314;P24330052;24050186;3,08;;23.10.2024;Rekli24076;23.10.2024;22765;
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;164333;8;E;bestätigt;2;118;33612;33612 Anschlag;15214461400;52;84312000500;576;576;5,76;P24450045;;399;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629773
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167338;3;E;bestätigt 10.01.24;1;222;33698;33698 Anschlag;15334461400;52;84312000500;337;337;337;P24450046;;3,64;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629774
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167338;3;E;bestätigt 10.01.24;2;223;33698;33698 Anschlag;15334461400;52;84312000500;983;983;983;P24450046;;3,64;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629774
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167341;2;E;bestätigt 10.01.24;1;81;34122;34122 Buchse;0009160641;0;84312000500;211;211;2,11;P24450044;;22;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629771
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167622;2;E;bestätigt 29.01.24;1;245;33966;33966 Achse;55244485200;52;84312000500;1220;1220;12,2;P24450043;;48;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629770
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167622;2;E;bestätigt 29.01.24;2;246;33966;33966 Achse;55244485200;52;84312000500;1975;1975;19,75;P24450043;;48;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629770
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;168704;2;E;bestätigt 19.04.24;1;82;34122;34122 Buchse;0009160641;0;84312000500;3006;3006;30,06;P24450044;;22;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629772
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;168806;3;E;bestätigt 08.05.24;1;108;33529;33529 Buchse;56374360100;52;84312000500;8155;8155;81,55;P24450048;;20;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629776
70280;Rafflenbeul;Rudolf Rafflenbeul;168928;1;E;241659;1;473;21848;21848 Buchse 3037 8482 C;30378482;0;73182900900;544550;544550;544,55;P24430127;2024-0119;30,13;2406546;25.10.2024;2405923;24.10.2024;22733;629157
70280;Rafflenbeul;Rudolf Rafflenbeul;168928;2;E;241659;1;475;21848;21848 Buchse 3037 8482 C;30378482;0;73182900900;129500;129500;129,5;P24430128;2024-0098;30,13;2406546;25.10.2024;2405923;24.10.2024;22733;629159
70280;Rafflenbeul;Rudolf Rafflenbeul;168928;3;E;241659;1;476;21848;21848 Buchse 3037 8482 C;30378482;0;73182900900;126000;126000;126;P24430129;2024-0088;30,13;2406546;25.10.2024;2405923;24.10.2024;22733;629160
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169108;1;E;KW 38 bestätigt;1;234;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;320000;320000;3200;P24440018;24060710;1,62;NEI2024000005833;29.10.2024;IHC2024000001828;24.10.2024;22748;629273
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;169199;3;E;bestätigt;2;157;33531;33531 Buchse;56374360103;52;84312000500;2362;2362;23,62;P24450047;;23;KLC2024000000187;05.11.2024;KLC2024000000187;24.10.2024;22782;629775
70180;Hörisch;Hörisch-Präzision GmbH;169235;1;E;2024001063;1;576;20883;20883 Achse 3305 8306 B;33058306;0;87082990900;1500000;1500000;1500;P24430098;24/003;8,9;2024003298;23.10.2024;2024003389;24.10.2024;22771;628939
70280;Rafflenbeul;Rudolf Rafflenbeul;169250;1;E;241921;1;474;21848;21848 Buchse 3037 8482 C;30378482;0;73182900900;50000;50000;50;P24430128;2024-0098;30,13;2406547;25.10.2024;2405924;24.10.2024;22734;629158
70280;Rafflenbeul;Rudolf Rafflenbeul;169687;1;REA;222213;1;49;23569-00-00;23569-00-00 Spring   A025J374A;A0054G0193A;0;73182100910;30000;30000;30;P24430126;24-0025;16,2;2406440;25.10.2024;2405922;24.10.2024;22732;629155
70285;Reyher;F. REYHER Nchfg. GmbH & Co. KG;170551;1;E;55453972 27.09.24;1;40;70689;70689 ISO 10642 8.8 verzinkt M8x25;;0;73181568;2000;2000;20;P24430131;;3,4;49364180;25.10.2024;74947446;24.10.2024;22735;629166
76953;Marovt;MAROVT D.O.O.;165369;13;REA;;7;50;12376-50-01;12376-50-01 Tilt 660 9945;6609945;0;73089098;16000;16000;160;P24440023;7409;183,56;24801020;29.10.2024;24000956;25.10.2024;22753;629338
70178;Gnirss;E.K.F. Gnirss GmbH & Co.KG;167618;2;E;19853 31.01.2024;2;271;33345;33345 Gewindestück 56374013701;56374013701;0;84312000500;2537;2537;25,37;P24440054;;125,3;55095;01.11.2024;35756;25.10.2024;22746;629542
70280;Rafflenbeul;Rudolf Rafflenbeul;168148;1;E;240914;1;691;10010;10010 Bolzensicherung M8 701682 B;07-214-03-00-27;0;73182100950;1674000;1674000;1674;P24440012;240925;8,36;2406420;28.10.2024;2405957;25.10.2024;22756;629242
70298;Schneeberger;Schneeberger Metallwaren GmbH;168276;1;E;AB24000840 15.04.24;1;26;65324;65324 Sicherungsblech;ZT-19/684;;;400;400;400;P24430111;;1,2;LS24003845;24.10.2024;24002570;25.10.2024;22743;629040
70200;Jebok;Willi Jebok Maschinenbau Bauma. OHG;168345;1;E;;1;90;31514;31514 Buchse;;0;84312000500;200;200;200;P24430104;;9,65;2024-30790;24.10.2024;2024-62881;25.10.2024;22736;628998
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168349;1;E;bestätigt;1;2485;11340-00-10;11340-00-10 Rivet 615128900B;6151289;52;73182300900;79000;79000;790;P24440015;24060729;3,38;NEI2024000005908;29.10.2024;IHC2024000001855;25.10.2024;22750;629261
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168349;4;E;bestätigt;1;2547;11340-00-10;11340-00-10 Rivet 615128900B;6151289;52;73182300900;267000;267000;2670;P24450032;24060729;3,38;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629747
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;168468;6;E;bestätigt 05.04.24;1;41;31368;31368 Bolzen;55015041400;0;84312000500;500;500;5;P24440030;;58;KLC2024000000190;29.10.2024;KLC2024000000190;25.10.2024;22784;629381
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;168555;1;E;O3-20246380;1;293;11428-00-00;11428-00-00 Rivet 620461800A;6204618;52;73182300900;100000;100000;100;P24440013;24060472;19,11;IHR2024000000114;29.10.2024;IHR2024000000114;25.10.2024;22751;629259
70178;Gnirss;E.K.F. Gnirss GmbH & Co.KG;168703;1;E;20107 23.04.24;1;109;34118;34118 Buchse;0009164117;0;84312000500;3500;3500;35;P24440053;;46,6;55096;01.11.2024;35756;25.10.2024;22746;629541
70178;Gnirss;E.K.F. Gnirss GmbH & Co.KG;168703;1;E;20107 23.04.24;2;110;34118;34118 Buchse;0009164117;0;84312000500;300;300;3;P24440053;;46,6;55096;01.11.2024;35756;25.10.2024;22746;629541
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168878;3;E;KW 35 bestätigt;1;226;23129-00-00;23129-00-00 Shoul.Nut 62900446B;62900446;52;73181499900;80655;80655;806,55;P24440016;24060690;20,91;NEI2024000005908;29.10.2024;IHC2024000001855;25.10.2024;22750;629262
70280;Rafflenbeul;Rudolf Rafflenbeul;168924;1;E;241653;1;523;11794-00-00;11794-00-00 Stop Washer 610061700C;6100617;0;73182100950;815000;815000;815;P24440021;240904;24,3;2406585;29.10.2024;2405967;25.10.2024;22754;629315
70280;Rafflenbeul;Rudolf Rafflenbeul;168924;2;E;241653;1;524;11794-00-00;11794-00-00 Stop Washer 610061700C;6100617;0;73182100950;142300;142300;142,3;P24440022;240795;24,3;2406585;29.10.2024;2405967;25.10.2024;22754;629316
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168933;4;E;bestätigt;1;914;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;180400;180400;1804;P24450036;24060227;2,8;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629757
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169013;2;E;KW 40 bestätigt;1;51;23168-00-00;23168-00-00 Screw 34277064B;34277064;52;73181595890;28000;28000;280;P24450035;24061017;11,56;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629754
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169107;1;E;bestätigt;1;915;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;77600;77600;776;P24450036;24060227;2,8;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629758
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169108;3;E;KW 38 bestätigt;1;244;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;134280;134280;1342,8;P24450030;24080039;1,62;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629744
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169109;1;REA;bestätigt;1;46;12367-00-00;12367-00-00 Bolt 619 6445 00A;94751300;52;73181499900;6559;6559;65,59;P24440017;24080085;53,55;NEI2024000005909;29.10.2024;IHC2024000001857;25.10.2024;22749;629272
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169109;2;REA;bestätigt;1;51;12367-00-00;12367-00-00 Bolt 619 6445 00A;94751300;52;73181499900;3310;3310;33,1;P24450037;24080085;53,55;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629759
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169126;2;E;bestätigt;1;110;11753-00-00;11753-00-00 Screw 607567600A;5320133;52;73181595890;36000;36000;360;P24450033;24060570;11,96;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629748
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169126;3;E;bestätigt;1;111;11753-00-00;11753-00-00 Screw 607567600A;5320133;52;73181595890;7500;7500;75;P24450034;24060570;11,96;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629749
76619;Obel Civata;Obel Civata San ve Tic A.S.;169227;2;EME;;1;2;12468-00-00;12468-00-00 Screw 666667500A;6666675;52;73181595890;2837;2837;28,37;P24460049;24100097;21,63;62/6200000490;12.11.2024;62/6200000490;25.10.2024;22836;630347
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169284;1;E;bestätigt;1;245;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;217980;217980;2179,8;P24450030;24080039;1,62;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629745
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169284;2;E;bestätigt;1;246;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;46440;46440;464,4;P24450031;24060710;1,62;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629746
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169306;1;E;bestätigt;1;112;11753-00-00;11753-00-00 Screw 607567600A;5320133;52;73181595890;4500;4500;45;P24450034;24060570;11,96;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629750
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169324;2;E;KW 45 bestätigt;1;43;21063-00-10;21063-00-10 Niet für Seil 560336322 A;560336322;52;73182300900;22600;22600;226;P24450029;24080397;3,08;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629741
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169331;1;E;KW 46 bestätigt;1;52;23168-00-00;23168-00-00 Screw 34277064B;34277064;52;73181595890;20000;20000;200;P24450035;24061017;11,56;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629755
70298;Schneeberger;Schneeberger Metallwaren GmbH;169406;1;E;24001377;1;30;66191;66191 Zwischenblech;781395-03;0;73182200980;60;60;60;P24430107;;3,4;LS24003847;24.10.2024;24002570;25.10.2024;22743;629035
70298;Schneeberger;Schneeberger Metallwaren GmbH;169406;2;E;24001377;3;38;66192;66192 Unterteil;781415-01;0;73182200980;60;60;60;P24430108;;5;LS24003847;24.10.2024;24002570;25.10.2024;22743;629036
70298;Schneeberger;Schneeberger Metallwaren GmbH;169406;3;E;24001377;5;30;66193;66193 Zwischenblech;781415-03;0;73182200980;60;60;60;P24430109;;3,4;LS24003847;24.10.2024;24002570;25.10.2024;22743;629037
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169677;1;E;bestätigt;1;53;23168-00-00;23168-00-00 Screw 34277064B;34277064;52;73181595890;2430;2430;24,3;P24450035;24061017;11,56;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629756
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169889;1;E;bestätigt;1;45;21063-00-10;21063-00-10 Niet für Seil 560336322 A;560336322;52;73182300900;15600;15600;156;P24450029;24080397;3,08;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629743
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170023;2;E;Bestätigt;1;44;12367-00-00;12367-00-00 Bolt 619 6445 00A;94751300;52;73181499900;741;741;7,41;P24440017;24080085;53,55;NEI2024000005909;29.10.2024;IHC2024000001857;25.10.2024;22749;629263
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170228;1;E;Ersatz;1;45;12367-00-00;12367-00-00 Bolt 619 6445 00A;94751300;52;73181499900;14550;14550;145,5;P24440017;24080085;53,55;NEI2024000005909;29.10.2024;IHC2024000001857;25.10.2024;22749;629269
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170336;1;E;Ersatz;1;44;21063-00-10;21063-00-10 Niet für Seil 560336322 A;560336322;52;73182300900;31400;31400;314;P24450029;24080397;3,08;NEI2024000005911;05.11.2024;IHC2024000001859;25.10.2024;22803;629742
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170930;1;E;Ersatz O3-20247292;1;288;11429-00-00;11429-00-00 Rivet 620461801A;6204618;52;73182300900;250000;250000;250;P24440014;24060479;14,51;IHR2024000000114;29.10.2024;IHR2024000000114;25.10.2024;22751;629260
70162;Fastenrath;Fastenrath Befestigungstechnik GmbH;168069;3;E;202299;2;244;10053-00-00;10053-00-00 Umlenkerbuchse 601 7171 00B;6017171002;0;73181692900;8194;8194;8,194;P24440027;1000057259;82,95;80056014;29.10.2024;91111511;28.10.2024;22768;629354
70162;Fastenrath;Fastenrath Befestigungstechnik GmbH;168069;4;E;202299;2;245;10053-00-00;10053-00-00 Umlenkerbuchse 601 7171 00B;6017171002;0;73181692900;19000;19000;19;P24440028;1000057258;82,95;80056014;29.10.2024;91111511;28.10.2024;22768;629356
